title,genres,budget,revenue,vote_average,vote_count,release_date,popularity,runtime,year,roi,main_genre
Cradle 2 the Grave,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,56489558.0,5.8,236,2003-02-28,12.837116,101.0,2003.0,2.25958232,
The Hours,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,41597830.0,7.0,451,2002-12-27,20.953265,114.0,2002.0,1.6639132,
She's the Man,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",20000000.0,33889159.0,6.4,671,2006-03-17,10.81439,105.0,2006.0,1.69445795,
Mr. Bean's Holiday,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",25000000.0,229736344.0,6.1,663,2007-03-22,27.683874,90.0,2007.0,9.18945376,
Anacondas: The Hunt for the Blood Orchid,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",20000000.0,70992898.0,4.9,199,2004-08-26,9.855474,97.0,2004.0,3.5496449,
Blood Ties,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",25500000.0,2415472.0,6.0,171,2013-08-22,12.756344,128.0,2013.0,0.09472439215686275,
August Rush,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,66122026.0,7.1,797,2007-11-21,29.533437,114.0,2007.0,2.64488104,
Elizabeth,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",30000000.0,82150642.0,7.1,334,1998-09-13,14.179538,124.0,1998.0,2.7383547333333333,
Bride of Chucky,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",25000000.0,50671850.0,5.5,350,1998-10-16,14.340095,89.0,1998.0,2.026874,
Tora! Tora! Tora!,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}]",25485000.0,29548291.0,6.9,147,1970-01-26,9.795985,144.0,1970.0,1.1594385324700804,
Spice World,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",25000000.0,100000000.0,4.7,123,1997-12-19,6.889437,93.0,1997.0,4.0,
The Sitter,"[{""id"": 35, ""name"": ""Comedy""}]",25000000.0,34942188.0,5.4,325,2011-12-09,19.428994,81.0,2011.0,1.39768752,
Dance Flick,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,,4.7,71,2009-05-22,7.326034,83.0,2009.0,,
The Shawshank Redemption,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",25000000.0,28341469.0,8.5,8205,1994-09-23,136.747729,142.0,1994.0,1.13365876,
Crocodile Dundee in Los Angeles,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",21150000.0,39438674.0,4.7,146,2001-04-12,6.081772,92.0,2001.0,1.864712718676123,
Kingpin,"[{""id"": 35, ""name"": ""Comedy""}]",27000000.0,25023434.0,6.7,244,1996-07-04,17.329269,113.0,1996.0,0.9267938518518518,
The Gambler,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,39171130.0,5.7,543,2014-12-25,22.622453,111.0,2014.0,1.5668452,
August: Osage County,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,74188937.0,6.9,483,2013-12-26,20.561682,121.0,2013.0,2.96755748,
Ice Princess,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",25000000.0,27645491.0,5.9,185,2005-03-17,13.288177,98.0,2005.0,1.10581964,
A Lot Like Love,"[{""id"": 35, ""name"": ""Comedy""}]",30000000.0,42886719.0,6.5,318,2005-04-22,19.212552,107.0,2005.0,1.4295573,
Eddie the Eagle,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",23000000.0,46152800.0,7.2,661,2016-02-26,29.365851,106.0,2016.0,2.0066434782608695,
He Got Game,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,21567853.0,6.7,134,1998-05-01,10.232599,136.0,1998.0,0.86271412,
Don Juan DeMarco,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",25000000.0,22200000.0,6.2,183,1994-10-01,8.870614,97.0,1994.0,0.888,
Dear John,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",25000000.0,114977104.0,6.6,1262,2010-02-04,19.402816,115.0,2010.0,4.59908416,
The Losers,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,23580000.0,6.2,515,2010-04-23,24.903418,97.0,2010.0,0.9432,
Don't Be Afraid of the Dark,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,36993168.0,5.4,341,2010-11-06,14.562197,99.0,2010.0,1.47972672,
War,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",25000000.0,40452643.0,6.0,414,2007-08-24,18.896239,103.0,2007.0,1.61810572,
Punch-Drunk Love,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,17000000.0,6.9,530,2002-10-25,15.960916,95.0,2002.0,0.68,
EuroTrip,"[{""id"": 35, ""name"": ""Comedy""}]",25000000.0,20796847.0,6.5,656,2004-02-20,25.848003,93.0,2004.0,0.83187388,
Half Past Dead,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",13000000.0,,4.6,82,2002-11-15,6.337063,98.0,2002.0,,
Unaccompanied Minors,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",26000000.0,,5.4,66,2006-12-08,10.006282,90.0,2006.0,,
"Bright Lights, Big City","[{""id"": 18, ""name"": ""Drama""}]",,,4.7,28,1988-04-01,2.753501,107.0,1988.0,,
The Adventures of Pinocchio,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,,5.0,54,1996-07-26,6.718497,90.0,1996.0,,
The Greatest Game Ever Played,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",25000000.0,15431177.0,6.9,110,2005-09-30,7.538513,120.0,2005.0,0.61724708,
The Box,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",30000000.0,33333531.0,5.4,597,2009-09-17,21.606001,115.0,2009.0,1.1111177,
The Ruins,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",8000000.0,,5.6,265,2008-04-02,13.715715,91.0,2008.0,,
The Next Best Thing,"[{""id"": 35, ""name"": ""Comedy""}]",25000000.0,24362772.0,4.3,29,2000-03-03,3.707511,108.0,2000.0,0.97451088,
My Soul to Take,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,19829957.0,5.2,147,2010-10-08,7.001176,107.0,2010.0,0.79319828,
The Girl Next Door,"[{""id"": 35, ""name"": ""Comedy""}]",25000000.0,30411183.0,6.3,824,2004-04-09,39.784026,108.0,2004.0,1.21644732,
Maximum Risk,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,51702483.0,5.2,101,1996-09-13,10.115011,100.0,1996.0,2.06809932,
Stealing Harvard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,,4.4,46,2002-09-13,7.321181,85.0,2002.0,,
Legend,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,42972994.0,6.7,973,2015-09-09,32.854557,131.0,2015.0,1.71891976,
Hot Rod,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",,14334401.0,6.3,313,2007-08-03,6.309587,88.0,2007.0,,
Shark Night,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",28000000.0,10126458.0,4.9,132,2011-09-02,8.363702,91.0,2011.0,0.3616592142857143,
Angela's Ashes,"[{""id"": 18, ""name"": ""Drama""}]",25.0,13.0,7.0,59,1999-12-25,4.88794,145.0,1999.0,0.52,
Draft Day,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,28831145.0,6.5,304,2014-04-11,14.17009,109.0,2014.0,1.1532458,
Lifeforce,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,,6.2,135,1985-06-20,12.18362,116.0,1985.0,,
The Conspirator,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",25000000.0,15478800.0,6.2,137,2010-09-10,9.169271,122.0,2010.0,0.619152,
Lords of Dogtown,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,13411957.0,7.0,210,2005-06-03,8.127728,107.0,2005.0,0.53647828,
The 33,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",25000000.0,24902723.0,6.0,378,2015-08-06,10.699952,120.0,2015.0,0.99610892,
Big Trouble in Little China,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",25000000.0,11000000.0,7.1,705,1986-05-30,29.796394,99.0,1986.0,0.44,
Fly Me to the Moon,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,5.6,194,2012-10-29,11.60921,104.0,2012.0,,
Warrior,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,23057115.0,7.7,1272,2011-09-09,51.915025,140.0,2011.0,0.9222846,
Michael Collins,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",28000000.0,16900000.0,6.7,97,1996-10-25,8.314624,132.0,1996.0,0.6035714285714285,
Gettysburg,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,25000000.0,6.6,90,1993-10-08,5.529035,254.0,1993.0,,
Stop-Loss,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",25000000.0,11207130.0,6.1,82,2008-03-28,4.002579,113.0,2008.0,0.4482852,
Abandon,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,10719357.0,4.6,45,2002-10-14,3.888776,99.0,2002.0,0.42877428,
Brokedown Palace,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,13000000.0,6.2,111,1999-08-13,7.296459,100.0,1999.0,0.52,
The Possession,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",14000000.0,85446075.0,5.8,498,2012-08-30,21.680424,92.0,2012.0,6.103291071428571,
Mrs. Winterbourne,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,10070000.0,5.3,25,1996-04-19,7.946769,105.0,1996.0,0.4028,
Straw Dogs,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,10324441.0,5.5,144,2011-09-16,7.473455,110.0,2011.0,0.41297764,
The Hoax,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,11772461.0,6.4,60,2006-10-14,5.073536,116.0,2006.0,0.47089844,
Stone Cold,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,,5.7,34,1991-05-17,3.623002,92.0,1991.0,,
The Road,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",32000000.0,27635305.0,6.8,1087,2009-11-25,41.075532,111.0,2009.0,0.86360328125,
Sheena,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",25000000.0,5778353.0,5.0,22,1984-08-17,4.020194,117.0,1984.0,0.23113412,
Underclassman,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",,,5.5,28,2005-09-02,2.083856,95.0,2005.0,,
Say It Isn't So,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,,4.8,47,2001-03-12,2.909346,95.0,2001.0,,
The World's Fastest Indian,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,,7.3,166,2005-10-12,8.450513,127.0,2005.0,,
Tank Girl,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",25000000.0,4064495.0,5.5,138,1995-03-31,8.186936,98.0,1995.0,0.1625798,
King's Ransom,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,,5.1,14,2005-04-22,5.079017,95.0,2005.0,,
Blindness,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,19844979.0,6.4,387,2008-05-14,17.603823,121.0,2008.0,0.79379916,
BloodRayne,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",25000000.0,2405420.0,3.5,118,2005-10-22,7.008216,95.0,2005.0,0.0962168,
Carnage,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,27603069.0,7.0,738,2011-09-16,20.011435,80.0,2011.0,1.10412276,
Where the Truth Lies,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,,5.9,66,2005-10-07,4.051221,107.0,2005.0,,
Cirque du Soleil: Worlds Away,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",,34153101.0,6.1,58,2012-11-09,5.987486,91.0,2012.0,,
Without Limits,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,777423.0,6.2,19,1998-09-11,3.849873,117.0,1998.0,0.03109692,
Me and Orson Welles,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,2336172.0,6.6,49,2009-11-25,3.593165,114.0,2009.0,0.09344688,
The Best Offer,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",13500000.0,19255873.0,7.7,704,2013-01-01,30.058263,124.0,2013.0,1.426360962962963,
The Bad Lieutenant: Port of Call - New Orleans,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",25000000.0,10589102.0,6.0,326,2009-09-11,17.339852,122.0,2009.0,0.42356408,
A Turtle's Tale: Sammy's Adventures,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,,5.6,151,2010-08-03,15.805449,88.0,2010.0,,
Little White Lies,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,48531470.0,7.1,380,2010-10-20,15.279021,154.0,2010.0,1.9412588,
Love Ranch,"[{""id"": 18, ""name"": ""Drama""}]",,,6.0,21,2010-06-30,5.000126,117.0,2010.0,,
The True Story of Puss 'n Boots,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}]",,,3.8,7,2009-04-01,1.684948,82.0,2009.0,,
Space Dogs,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",25000000.0,6500000.0,6.3,10,2010-03-18,5.753564,85.0,2010.0,0.26,
The Counselor,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,71009334.0,5.0,712,2013-10-25,35.022029,117.0,2013.0,2.84037336,
Ironclad,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",25000000.0,,6.2,227,2011-03-03,12.31708,121.0,2011.0,,
Waterloo,"[{""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,3052000.0,7.0,31,1970-10-26,1.894749,128.0,1970.0,0.12208,
Kung Fu Jungle,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,,6.5,114,2014-10-31,6.895866,100.0,2014.0,,
Red Sky,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,,4.1,26,2014-03-12,3.344158,100.0,2014.0,,
Dangerous Liaisons,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14000000.0,34670720.0,7.0,257,1988-12-16,14.480628,119.0,1988.0,2.47648,
On the Road,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,8784318.0,5.5,301,2012-05-22,14.613152,137.0,2012.0,0.35137272,
Star Trek IV: The Voyage Home,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",24000000.0,133000000.0,6.9,477,1986-11-25,22.258428,119.0,1986.0,5.541666666666667,
Rocky Balboa,"[{""id"": 18, ""name"": ""Drama""}]",24000000.0,155721132.0,6.5,835,2006-12-20,30.445257,102.0,2006.0,6.4883805,
Scream 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",24000000.0,172363301.0,6.1,840,1997-12-09,35.244037,120.0,1997.0,7.181804208333333,
Jane Got a Gun,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",25000000.0,1397284.0,5.4,285,2016-01-01,15.333575,98.0,2016.0,0.05589136,
Think Like a Man Too,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",24000000.0,70181428.0,6.4,225,2014-06-20,15.237142,105.0,2014.0,2.9242261666666667,
The Whole Nine Yards,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",41300000.0,106371651.0,6.2,531,2000-02-18,23.441135,98.0,2000.0,2.575584769975787,
Footloose,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",8200000.0,80035402.0,6.4,505,1984-02-17,25.03414,107.0,1984.0,9.760414878048781,
Old School,"[{""id"": 35, ""name"": ""Comedy""}]",24000000.0,87055349.0,6.6,541,2003-02-21,24.70166,91.0,2003.0,3.627306208333333,
The Fisher King,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",24000000.0,41895491.0,7.2,341,1991-09-09,16.146572,137.0,1991.0,1.7456454583333334,
I Still Know What You Did Last Summer,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",65000000.0,40002112.0,5.1,374,1998-11-13,20.793026,100.0,1998.0,0.6154171076923077,
Return to Me,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",24000000.0,36609995.0,6.1,67,2000-04-07,5.771479,115.0,2000.0,1.5254164583333334,
Zack and Miri Make a Porno,"[{""id"": 35, ""name"": ""Comedy""}]",24000000.0,42105111.0,6.1,721,2008-09-18,27.326466,102.0,2008.0,1.754379625,
Nurse Betty,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",24000000.0,,5.9,111,2000-09-08,3.572339,108.0,2000.0,,
The Men Who Stare at Goats,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",24000000.0,68729358.0,5.9,742,2009-10-17,20.69219,93.0,2009.0,2.86372325,
Double Take,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,5.5,24,2001-01-12,1.903405,88.0,2001.0,,
"Girl, Interrupted","[{""id"": 18, ""name"": ""Drama""}]",40000000.0,,7.6,721,1999-12-21,10.713521,127.0,1999.0,,
Win a Date with Tad Hamilton!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",17000000.0,16980098.0,5.5,160,2004-01-23,7.701041,95.0,2004.0,0.9988292941176471,
Muppets from Space,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",24000000.0,16290976.0,5.8,92,1999-07-14,6.589193,87.0,1999.0,0.6787906666666667,
The Wiz,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",24000000.0,21049053.0,5.9,58,1978-10-24,2.753313,134.0,1978.0,0.877043875,
Ready to Rumble,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",24000000.0,12372410.0,4.7,49,2000-04-07,3.113009,107.0,2000.0,0.5155170833333333,
Play It to the Bone,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",24000000.0,8434146.0,5.7,53,1999-12-25,5.566203,124.0,1999.0,0.35142275,
I Don't Know How She Does It,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",24000000.0,30551495.0,5.0,141,2011-09-16,8.630825,89.0,2011.0,1.2729789583333333,
Piranha 3D,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",24000000.0,83188165.0,5.3,581,2010-08-20,23.343839,88.0,2010.0,3.4661735416666666,
Beyond the Sea,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",23000000.0,,6.5,55,2004-12-17,6.138213,118.0,2004.0,,
Meet the Deedles,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",24000000.0,4562146.0,4.1,19,1998-03-27,2.353441,93.0,1998.0,0.19008941666666668,
The Thief and the Cobbler,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",28000000.0,669276.0,6.8,26,1993-09-23,2.439184,72.0,1993.0,0.023902714285714284,
The Bridge of San Luis Rey,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",,,5.4,15,2004-01-01,0.515677,120.0,2004.0,,
